gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,high school,free/reduced,completed,58,51,52
male,group A,some college,standard,completed,100,96,86
female,group E,bachelor's degree,free/reduced,none,61,58,62
male,group D,some college,standard,completed,100,97,99
male,group B,associate's degree,free/reduced,completed,69,70,63
male,group D,associate's degree,standard,none,61,48,46
male,group D,some college,free/reduced,none,49,57,46
female,group C,some high school,standard,completed,44,51,55
male,group D,some college,standard,none,67,64,70
male,group B,high school,standard,none,79,60,65
female,group B,bachelor's degree,standard,completed,66,74,81
female,group C,high school,standard,none,75,88,85
male,group D,some high school,standard,none,84,84,80
male,group A,high school,standard,none,71,74,64
female,group B,high school,free/reduced,completed,67,80,81
female,group D,some high school,standard,completed,80,92,88
male,group E,some college,standard,none,86,76,74
female,group D,associate's degree,standard,none,76,74,73
male,group D,high school,standard,none,41,52,51
female,group D,associate's degree,free/reduced,completed,74,88,90
female,group B,some high school,free/reduced,none,72,81,79
female,group E,high school,standard,completed,74,79,80
male,group B,high school,standard,none,70,65,60
female,group B,bachelor's degree,standard,completed,65,81,81
female,group D,associate's degree,standard,none,59,70,65
female,group E,high school,free/reduced,none,64,62,68
female,group B,high school,standard,none,50,53,55
female,group D,some college,standard,completed,69,79,81
male,group C,some high school,free/reduced,completed,51,56,53
female,group A,high school,standard,completed,68,80,76
female,group D,some college,standard,completed,85,86,98
female,group A,associate's degree,standard,completed,65,70,74
female,group B,some high school,standard,none,73,79,79
female,group B,some college,standard,none,62,67,67
male,group C,associate's degree,free/reduced,none,77,67,64
male,group D,some high school,standard,none,69,66,61
female,group D,associate's degree,free/reduced,none,43,60,58
male,group D,associate's degree,standard,none,90,87,85
male,group C,some college,free/reduced,none,74,77,73
male,group C,some high school,standard,none,73,66,63
female,group D,some college,free/reduced,none,55,71,69
female,group C,high school,standard,none,65,69,67
male,group D,associate's degree,standard,none,80,63,63
female,group C,some high school,free/reduced,completed,50,60,60
female,group C,some college,free/reduced,completed,63,73,71
female,group B,bachelor's degree,free/reduced,none,77,85,87
male,group C,some college,standard,none,73,74,61
male,group D,associate's degree,standard,completed,81,72,77
female,group C,high school,free/reduced,none,66,76,68
male,group D,associate's degree,free/reduced,none,52,57,50
female,group C,some college,standard,none,69,78,76
female,group C,associate's degree,standard,completed,65,84,84
female,group D,high school,standard,completed,69,77,78
female,group B,some college,standard,completed,50,64,66
female,group E,some college,standard,completed,73,78,76
female,group C,some high school,standard,completed,70,82,76
male,group D,associate's degree,free/reduced,none,81,75,78
male,group D,some college,free/reduced,none,63,61,60
female,group D,high school,standard,none,67,72,74
male,group B,high school,standard,none,60,68,60
male,group B,high school,standard,none,62,55,54
female,group C,some high school,free/reduced,completed,29,40,44
male,group B,some college,standard,completed,62,66,68
female,group E,master's degree,standard,completed,94,99,100
male,group E,some college,standard,completed,85,75,68
male,group D,associate's degree,free/reduced,none,77,78,73
male,group A,high school,free/reduced,none,53,58,44
male,group E,some college,free/reduced,none,93,90,83
female,group C,associate's degree,standard,none,49,53,53
female,group E,associate's degree,free/reduced,none,73,76,78
female,group C,bachelor's degree,free/reduced,completed,66,74,81
female,group D,associate's degree,standard,none,77,77,73
female,group C,some high school,standard,none,49,63,56
female,group D,some college,free/reduced,none,79,89,86
female,group C,associate's degree,standard,completed,75,82,90
female,group A,bachelor's degree,standard,none,59,72,70
female,group D,associate's degree,standard,completed,57,78,79
male,group C,high school,free/reduced,none,66,66,59
female,group E,bachelor's degree,standard,completed,79,81,82
female,group B,some high school,standard,none,57,67,72
male,group A,bachelor's degree,standard,completed,87,84,87
female,group D,some college,standard,none,63,64,67
female,group B,some high school,free/reduced,completed,59,63,64
male,group A,bachelor's degree,free/reduced,none,62,72,65
male,group D,high school,standard,none,46,34,36
male,group C,some college,standard,none,66,59,52
male,group D,high school,standard,none,89,87,79
female,group D,associate's degree,free/reduced,completed,42,61,58
male,group C,some college,standard,completed,93,84,90
female,group E,some high school,standard,completed,80,85,85
female,group D,some college,standard,none,98,100,99
male,group D,master's degree,standard,none,81,81,84
female,group B,some high school,standard,completed,60,70,74
female,group B,associate's degree,free/reduced,completed,76,94,87
male,group C,associate's degree,standard,completed,73,78,72
female,group C,associate's degree,standard,completed,96,96,99
female,group C,high school,standard,none,76,76,74
male,group E,associate's degree,free/reduced,completed,91,73,80
female,group C,some college,free/reduced,none,62,72,70
male,group D,some high school,free/reduced,completed,55,59,59
female,group B,some high school,free/reduced,completed,74,90,88
male,group C,high school,standard,none,50,48,42
male,group B,some college,standard,none,47,43,41
male,group E,some college,standard,completed,81,74,71
female,group E,associate's degree,standard,completed,65,75,77
male,group E,some high school,standard,completed,68,51,57
female,group D,high school,free/reduced,none,73,92,84
male,group C,some college,standard,none,53,39,37
female,group B,associate's degree,free/reduced,completed,68,77,80
male,group A,some high school,free/reduced,none,55,46,43
female,group C,some college,standard,completed,87,89,94
male,group D,some high school,standard,none,55,47,44
female,group E,some college,free/reduced,none,53,58,57
male,group C,master's degree,standard,none,67,57,59
male,group C,associate's degree,standard,none,92,79,84
female,group B,some college,free/reduced,completed,53,66,73
male,group D,associate's degree,standard,none,81,71,73
male,group C,high school,free/reduced,none,61,60,55
male,group D,bachelor's degree,standard,none,80,73,72
female,group A,associate's degree,free/reduced,none,37,57,56
female,group C,high school,standard,none,81,84,82
female,group C,associate's degree,standard,completed,59,73,72
male,group B,some college,free/reduced,none,55,55,47
male,group D,associate's degree,standard,none,72,79,74
male,group D,high school,standard,none,69,75,71
male,group C,some college,standard,none,69,64,68
female,group C,bachelor's degree,free/reduced,none,50,60,59
male,group B,some college,standard,completed,87,84,86
male,group D,some high school,standard,completed,71,69,68
male,group E,some college,standard,none,68,72,65
male,group C,master's degree,free/reduced,completed,79,77,75
female,group C,some high school,standard,completed,77,90,85
male,group C,associate's degree,free/reduced,none,58,55,53
female,group E,associate's degree,standard,none,84,95,92
male,group D,some college,standard,none,55,58,52
male,group E,bachelor's degree,free/reduced,completed,70,68,72
female,group D,some college,free/reduced,completed,52,59,65
male,group B,some college,standard,completed,69,77,77
female,group C,high school,free/reduced,none,53,72,64
female,group D,some high school,standard,none,48,58,54
male,group D,some high school,standard,completed,78,81,86
female,group B,high school,standard,none,62,62,63
male,group D,some college,standard,none,60,63,59
female,group B,high school,standard,none,74,72,72
female,group C,high school,standard,completed,58,75,77
male,group B,high school,standard,completed,76,62,60
female,group D,some high school,standard,none,68,71,75
male,group A,some college,free/reduced,none,58,60,57
male,group B,high school,standard,none,52,48,49
male,group D,bachelor's degree,standard,none,75,73,74
female,group B,some high school,free/reduced,completed,52,67,72
female,group C,bachelor's degree,free/reduced,none,62,78,79
male,group B,some college,standard,none,66,65,60
female,group B,some high school,free/reduced,none,49,58,55
female,group B,high school,standard,none,66,72,70
female,group C,some college,free/reduced,none,35,44,43
female,group A,some college,standard,completed,72,79,82
male,group E,associate's degree,standard,completed,94,85,82
female,group D,associate's degree,free/reduced,none,46,56,57
female,group B,master's degree,standard,none,77,90,84
female,group B,high school,free/reduced,completed,76,85,82
female,group C,associate's degree,standard,completed,52,59,62
male,group C,bachelor's degree,standard,completed,91,81,79
female,group B,some high school,standard,completed,32,51,44
female,group E,some high school,free/reduced,none,72,79,77
female,group B,some college,standard,none,19,38,32
male,group C,associate's degree,free/reduced,none,68,65,61
female,group C,master's degree,free/reduced,none,52,65,61
female,group B,high school,standard,none,48,62,60
female,group D,some college,free/reduced,none,60,66,70
male,group D,high school,free/reduced,none,66,74,69
male,group E,some high school,standard,completed,89,84,77
